1745388545.437046,0.002204771
1745388545.5344386,0.000896042,0.001444569272727273
1745388545.6347272,0.001018637
1745388545.7364845,0.002555746
1745388545.835037,0.001185497
1745388545.9355106,0.001648747
1745388546.0345922,0.000996935
1745388546.1357217,0.001975023
1745388546.2357683,0.00181192
1745388546.3349755,0.001274163
1745388546.4359818,0.002058109
1745388546.535896,0.001784374
1745388546.6359072,0.001961135,0.001660935090909091
1745388546.736471,0.002755618
1745388546.838099,0.004382203
1745388546.9373283,0.003039252
1745388547.0390804,0.004038213
1745388547.1355703,0.001697533
1745388547.2355876,0.001652812
1745388547.3374507,0.001805783
1745388547.4389975,0.003886731
1745388547.5359192,0.002329096
1745388547.6345541,0.00111542
1745388547.7356703,0.002003691,0.0026096683636363635
1745388547.8344991,0.000780582
1745388547.9349935,0.001293294
1745388548.0371552,0.002572417
1745388548.1366963,0.002825746
1745388548.2358367,0.001877876
1745388548.338802,0.004980634
1745388548.4350502,0.00139939
1745388548.5369973,0.002545315
1745388548.6355977,0.001638876
1745388548.7355778,0.001616217
1745388548.8347878,0.001000372,0.0020482471818181816
1745388548.9349396,0.001124949
1745388549.0359592,0.001783889
1745388549.1347978,0.00113993
1745388549.234497,0.000872155
1745388549.335655,0.001654523
1745388549.4350944,0.001220816
1745388549.536986,0.001835298
1745388549.634963,0.00128964
1745388549.7345846,0.00092078
1745388549.8348742,0.001202583
1745388549.9351263,0.001400311,0.0013131703636363636
1745388550.0359976,0.001921607
1745388550.135953,0.001882438
1745388550.2363992,0.001929205
1745388550.335641,0.00161273
1745388550.4354823,0.001333334
1745388550.5377386,0.002615601
1745388550.6356754,0.001784356
1745388550.7346647,0.000995218
1745388550.834496,0.000907275
1745388550.9345882,0.000954368
1745388551.0355585,0.001174969,0.0015555546363636363
1745388551.134964,0.001121261
1745388551.2356987,0.001797519
1745388551.3354187,0.001557874
1745388551.4359198,0.001883545
1745388551.5391161,0.004999428
1745388551.635891,0.001762362
1745388551.7430573,0.008210262
1745388551.8349543,0.001176483
1745388551.9346511,0.000905247
1745388552.0364316,0.001585665
1745388552.1360662,0.001530018,0.0024117876363636366
1745388552.235431,0.001863567
1745388552.3346238,0.000992004
1745388552.4360604,0.002325267
1745388552.5349698,0.001170373
1745388552.635918,0.001858633
1745388552.7347817,0.001089184
1745388552.8359435,0.001837562
1745388552.936667,0.002507327
1745388553.0359066,0.001891161
1745388553.1357932,0.001775409
1745388553.2355251,0.001725752,0.0017305671818181817
1745388553.3354788,0.001647043
1745388553.4358382,0.001822749
1745388553.536071,0.001916253
1745388553.6380618,0.003391437
1745388553.7356148,0.001712141
1745388553.8357372,0.001940247
1745388553.9351797,0.001464471
1745388554.0354853,0.001510111
1745388554.136119,0.002053862
1745388554.2374587,0.003483467
1745388554.3355691,0.00163054,0.002052029181818182
1745388554.4344954,0.000937139
1745388554.5367956,0.00187604
1745388554.6359754,0.001785444
1745388554.7356997,0.001696446
1745388554.8356123,0.001639956
